Week,Site,Channel,Impressions,Clicks,Spend,Sales
2023-12-10,Roku,Display,14737.0,3,0.01,0.0
2023-12-10,The Trade Desk,Display,28.0,5,0.27,0.0
2023-12-10,Facebook/Instagram,Social,101885921.0,90098,378759.12,9272918.99
2023-12-10,Pinterest,Social,646359.0,539,2046.7300000000002,9272918.99
2023-12-10,TikTok,Social,39156129.0,57342,179335.44,9272918.99
2023-12-17,Amazon,Display,6513843.0,12034,0.28,0.0
2023-12-17,DV360,Display,6182370.5,1123,2.57,0.0
2023-12-17,Hulu,Display,1.0,0,0.01,0.0
2023-12-17,Roku,Display,4.0,0,0.04,0.0
2023-12-17,The Trade Desk,Display,48.0,6,0.42,0.0
2023-12-17,Facebook/Instagram,Social,81978413.0,63600,275031.42,8856134.26
2023-12-17,Pinterest,Social,593595.0,495,1879.65,8856134.26
2023-12-17,TikTok,Social,38435586.0,58571,174057.31,8856134.26
2023-12-24,Amazon,Display,3078728.0,5687,0.34,0.0
2023-12-24,DV360,Display,5316009.5,938,2.45,0.0
2023-12-24,The Trade Desk,Display,30.0,7,0.3,0.0
2023-12-24,Facebook/Instagram,Social,9620533.0,7335,26721.02,8393371.77
2023-12-24,Pinterest,Social,554022.0,462,1754.3400000000001,8393371.77
2023-12-24,TikTok,Social,5436525.0,8698,23579.75,8393371.77
2023-12-31,Forums,Brandwatch,0.0,0,10.329848672059171,7578936.55
2023-12-31,Review,Brandwatch,0.0,0,10.329848672059171,7578936.55
2023-12-31,Tumblr,Brandwatch,0.0,0,10.329848672059171,7578936.55
2023-12-31,X,Brandwatch,4992.0,0,10.329848672059171,7578936.55
2023-12-31,Amazon,Display,2020359.0,3731,0.25,0.0
2023-12-31,CBS,Display,1065877.5,568,0.13,0.0
2023-12-31,CWTV,Display,264532.0,644,0.12,0.0
2023-12-31,DV360,Display,7603651.0,1079,2.12,0.0
2023-12-31,Disney,Display,678653.0,167,0.35000000000000003,0.0
2023-12-31,Hulu,Display,417866.0,36,0.12,0.0
2023-12-31,Roku,Display,769882.0,209,0.24,0.0
2023-12-31,The Trade Desk,Display,3313813.0,3599,3.72,0.0
2023-12-31,Instagram,Infegy,0.0,0,10.329848672059171,7578936.55
2023-12-31,Pinterest,Social,593595.0,495,1879.65,7578936.55
2023-12-31,Cable,TV,2.0,0,84017.0,7578936.55
2023-12-31,NET,TV,1.0,0,12549.0,7578936.55
2023-12-31,SYND,TV,1.0,0,4228.0,7578936.55
2024-01-07,Forums,Brandwatch,0.0,0,10.329848672059171,9772220.36
2024-01-07,X,Brandwatch,37661.0,0,10.329848672059171,9772220.36
2024-01-07,Amazon,Display,1817000.0,3356,0.15,0.0
2024-01-07,CBS,Display,698393.0,315,0.14,0.0
2024-01-07,CWTV,Display,247325.0,664,0.14,0.0
2024-01-07,DV360,Display,7773783.0,925,2.52,0.0
2024-01-07,Disney,Display,574543.0,154,0.42,0.0
2024-01-07,Hulu,Display,435350.0,42,0.14,0.0
2024-01-07,Roku,Display,667769.0,182,0.28,0.0
2024-01-07,The Trade Desk,Display,4387840.0,5192,5.42,0.0
2024-01-07,Instagram,Infegy,0.0,0,10.329848672059171,9772220.36
2024-01-07,Facebook/Instagram,Social,29781779.0,16790,57009.67,9772220.36
2024-01-07,Pinterest,Social,14522197.0,13515,31857.82,9772220.36
2024-01-07,TikTok,Social,5786115.0,6840,14169.470000000001,9772220.36
2024-01-07,Cable,TV,2.0,0,147377.0,9772220.36
2024-01-07,NET,TV,2.0,0,97218.0,9772220.36
2024-01-07,SYND,TV,1.0,0,2819.0,9772220.36
2024-01-14,Forums,Brandwatch,0.0,0,10.329848672059171,10224967.8
2024-01-14,X,Brandwatch,8494.0,0,10.329848672059171,10224967.8
2024-01-14,Amazon,Display,1774981.0,3280,0.14,0.0
2024-01-14,CBS,Display,723609.0,234,0.14,0.0
2024-01-14,CWTV,Display,274925.0,543,0.14,0.0
2024-01-14,DV360,Display,7012703.0,871,2.52,0.0
2024-01-14,Disney,Display,581336.0,176,0.42,0.0
2024-01-14,Hulu,Display,384246.0,28,0.14,0.0
2024-01-14,Roku,Display,218097.0,56,0.28,0.0
2024-01-14,The Trade Desk,Display,4230985.0,4854,5.58,0.0
2024-01-14,Instagram,Infegy,0.0,0,10.329848672059171,10224967.8
2024-01-14,Facebook/Instagram,Social,39605326.0,22735,79659.05,10224967.8
2024-01-14,Pinterest,Social,18364763.0,16584,39143.04,10224967.8
2024-01-14,TikTok,Social,7174306.0,10020,18421.17,10224967.8
2024-01-21,Forums,Brandwatch,0.0,0,10.329848672059171,9655775.66
2024-01-21,Tumblr,Brandwatch,0.0,0,10.329848672059171,9655775.66
2024-01-21,X,Brandwatch,50490.0,0,10.329848672059171,9655775.66
2024-01-21,Amazon,Display,1749423.0,3233,0.14,0.0
2024-01-21,CBS,Display,672125.0,121,0.14,0.0
2024-01-21,CWTV,Display,254024.0,410,0.14,0.0
2024-01-21,DV360,Display,6549542.0,877,2.52,0.0
2024-01-21,Disney,Display,373931.0,50,0.42,0.0
2024-01-21,Hulu,Display,337802.0,29,0.14,0.0
2024-01-21,Roku,Display,318407.0,84,0.28,0.0
2024-01-21,The Trade Desk,Display,4191401.0,5356,5.46,0.0
2024-01-21,Instagram,Infegy,0.0,0,10.329848672059171,9655775.66
2024-01-21,Facebook/Instagram,Social,37611556.0,21590,82354.34,9655775.66
2024-01-21,Pinterest,Social,17970920.0,15669,38640.33,9655775.66
2024-01-21,TikTok,Social,6860308.0,8905,18453.0,9655775.66
2024-01-28,Forums,Brandwatch,0.0,0,10.329848672059171,9442055.74
2024-01-28,Tumblr,Brandwatch,0.0,0,10.329848672059171,9442055.74
2024-01-28,X,Brandwatch,1815.0,0,10.329848672059171,9442055.74
2024-01-28,Amazon,Display,1858595.0,3433,0.14,0.0
2024-01-28,CBS,Display,827110.0,176,0.16,0.0
2024-01-28,CWTV,Display,237152.0,267,0.14,0.0
2024-01-28,DV360,Display,5822086.0,847,2.24,0.0
2024-01-28,Disney,Display,393844.0,75,0.41000000000000003,0.0
2024-01-28,Hulu,Display,358773.0,39,0.14,0.0
2024-01-28,Roku,Display,431896.0,118,0.28,0.0
2024-01-28,The Trade Desk,Display,3409782.0,3999,5.41,0.0
2024-01-28,Instagram,Infegy,0.0,0,10.329848672059171,9442055.74
2024-01-28,Facebook/Instagram,Social,36662873.0,20707,81900.54,9442055.74
2024-01-28,Pinterest,Social,14450491.0,12748,31481.79,9442055.74
2024-01-28,TikTok,Social,6030724.0,7999,16381.47,9442055.74
2024-01-28,Cable,TV,2.0,0,85938.0,9442055.74
2024-01-28,NET,TV,2.0,0,28874.0,9442055.74
2024-01-28,SYND,TV,1.0,0,5637.0,9442055.74
2024-02-04,Forums,Brandwatch,0.0,0,10.329848672059171,9684387.89
2024-02-04,Tumblr,Brandwatch,0.0,0,10.329848672059171,9684387.89
2024-02-04,X,Brandwatch,18683.0,0,10.329848672059171,9684387.89
2024-02-04,Amazon,Display,1862696.0,3441,0.14,0.0
2024-02-04,CBS,Display,835533.0,100,0.14,0.0
2024-02-04,CWTV,Display,204983.0,237,0.14,0.0
2024-02-04,DV360,Display,4701616.0,657,1.68,0.0
2024-02-04,Disney,Display,747164.0,127,0.42,0.0
2024-02-04,Hulu,Display,520376.0,52,0.14,0.0
2024-02-04,Roku,Display,756803.0,207,0.28,0.0
2024-02-04,The Trade Desk,Display,2699770.0,2582,4.78,0.0
2024-02-04,Instagram,Infegy,0.0,0,10.329848672059171,9684387.89
2024-02-04,Facebook/Instagram,Social,35803289.0,18793,80861.7,9684387.89
2024-02-04,Pinterest,Social,9246785.0,7924,20095.62,9684387.89
2024-02-04,TikTok,Social,4632567.0,5529,12837.45,9684387.89
2024-02-04,Cable,TV,2.0,0,123319.0,9684387.89
2024-02-04,NET,TV,2.0,0,28565.0,9684387.89
2024-02-04,SYND,TV,1.0,0,4228.0,9684387.89
2024-02-11,Forums,Brandwatch,0.0,0,10.329848672059171,9772173.92
2024-02-11,Review,Brandwatch,0.0,0,10.329848672059171,9772173.92
2024-02-11,X,Brandwatch,19496.0,0,10.329848672059171,9772173.92
2024-02-11,Amazon,Display,1703414.0,3146,0.14,0.0
2024-02-11,CBS,Display,794835.0,139,0.14,0.0
2024-02-11,CWTV,Display,192773.0,313,0.14,0.0
2024-02-11,DV360,Display,4074614.0,649,1.68,0.0
2024-02-11,Disney,Display,563332.0,73,0.42,0.0
2024-02-11,Hulu,Display,409428.0,44,0.14,0.0
2024-02-11,Roku,Display,624506.0,167,0.28,0.0
2024-02-11,The Trade Desk,Display,2675399.0,3275,4.5,0.0
2024-02-11,Instagram,Infegy,0.0,0,10.329848672059171,9772173.92
2024-02-11,Facebook/Instagram,Social,34587539.0,17941,77306.25,9772173.92
2024-02-11,Pinterest,Social,8345352.0,7193,18192.23,9772173.92
2024-02-11,TikTok,Social,4368979.0,5635,12844.77,9772173.92
2024-02-11,Cable,TV,0.0,0,10.329848672059171,9772173.92
2024-02-18,Forums,Brandwatch,0.0,0,10.329848672059171,9113281.22
2024-02-18,Tumblr,Brandwatch,0.0,0,10.329848672059171,9113281.22
2024-02-18,X,Brandwatch,1072.0,0,10.329848672059171,9113281.22
2024-02-18,Amazon,Display,1398852.0,2585,0.14,0.0
2024-02-18,CBS,Display,740239.0,33,0.14,0.0
2024-02-18,CWTV,Display,236678.0,582,0.14,0.0
2024-02-18,DV360,Display,3837183.0,615,1.68,0.0
2024-02-18,Disney,Display,416259.0,50,0.42,0.0
2024-02-18,Hulu,Display,337312.0,42,0.14,0.0
2024-02-18,Roku,Display,379180.0,101,0.28,0.0
2024-02-18,The Trade Desk,Display,2287713.0,2514,4.37,0.0
2024-02-18,Facebook/Instagram,Social,6935065.0,3277,13329.74,9113281.22
2024-02-18,Pinterest,Social,9221451.0,8244,20464.17,9113281.22
2024-02-18,TikTok,Social,4178252.0,5617,12807.35,9113281.22
2024-02-25,Forums,Brandwatch,0.0,0,10.329848672059171,9437955.27
2024-02-25,X,Brandwatch,76436.0,0,10.329848672059171,9437955.27
2024-02-25,Amazon,Display,1350248.0,2494,0.14,0.0
2024-02-25,CBS,Display,885179.5,223,0.15,0.0
2024-02-25,CWTV,Display,232212.0,576,0.14,0.0
2024-02-25,DV360,Display,3717805.0,601,1.68,0.0
2024-02-25,Disney,Display,360121.0,70,0.38,0.0
2024-02-25,Hulu,Display,304183.0,29,0.14,0.0
2024-02-25,Roku,Display,524056.0,141,0.28,0.0
2024-02-25,The Trade Desk,Display,1886541.0,1980,4.2,0.0
2024-02-25,Instagram,Infegy,0.0,0,10.329848672059171,9437955.27
2024-02-25,Facebook/Instagram,Social,8680166.0,3232,15111.89,9437955.27
2024-02-25,Pinterest,Social,7530232.0,6656,16614.9,9437955.27
2024-02-25,TikTok,Social,4116817.0,5848,12784.8,9437955.27
2024-02-25,Cable,TV,2.0,0,88436.0,9437955.27
2024-02-25,NET,TV,1.0,0,28376.0,9437955.27
2024-02-25,SYND,TV,1.0,0,1409.0,9437955.27
2024-03-03,Forums,Brandwatch,0.0,0,10.329848672059171,9570651.82
2024-03-03,Tumblr,Brandwatch,0.0,0,10.329848672059171,9570651.82
2024-03-03,X,Brandwatch,4887.0,0,10.329848672059171,9570651.82
2024-03-03,Amazon,Display,1270385.0,2347,0.14,0.0
2024-03-03,CBS,Display,839622.0,95,0.14,0.0
2024-03-03,CWTV,Display,223073.0,415,0.14,0.0
2024-03-03,DV360,Display,3569127.0,597,1.68,0.0
2024-03-03,Disney,Display,631951.0,109,0.35000000000000003,0.0
2024-03-03,Hulu,Display,475705.0,53,0.14,0.0
2024-03-03,Roku,Display,547830.0,145,0.28,0.0
2024-03-03,The Trade Desk,Display,1778787.0,1530,3.95,0.0
2024-03-03,Instagram,Infegy,0.0,0,10.329848672059171,9570651.82
2024-03-03,Facebook/Instagram,Social,11021777.0,3829,20839.97,9570651.82
2024-03-03,Pinterest,Social,8325228.0,7208,18518.58,9570651.82
2024-03-03,TikTok,Social,3951227.0,5524,12695.04,9570651.82
2024-03-03,Cable,TV,2.0,0,115766.0,9570651.82
2024-03-03,NET,TV,1.0,0,25493.0,9570651.82
2024-03-03,SYND,TV,1.0,0,2819.0,9570651.82
2024-03-10,Forums,Brandwatch,0.0,0,10.329848672059171,9715268.0
2024-03-10,Review,Brandwatch,0.0,0,10.329848672059171,9715268.0
2024-03-10,Tumblr,Brandwatch,0.0,0,10.329848672059171,9715268.0
2024-03-10,X,Brandwatch,3121.0,0,10.329848672059171,9715268.0
2024-03-10,Amazon,Display,1142082.0,2111,0.15,0.0
2024-03-10,CBS,Display,794255.0,128,0.14,0.0
2024-03-10,CWTV,Display,207255.0,199,0.14,0.0
2024-03-10,DV360,Display,3519196.0,581,1.68,0.0
2024-03-10,Disney,Display,657910.0,107,0.35000000000000003,0.0
2024-03-10,Hulu,Display,487084.0,45,0.14,0.0
2024-03-10,Roku,Display,460805.0,122,0.28,0.0
2024-03-10,The Trade Desk,Display,1718215.0,1543,3.95,0.0
2024-03-10,Instagram,Infegy,0.0,0,10.329848672059171,9715268.0
2024-03-10,Facebook/Instagram,Social,12610642.0,4695,25679.71,9715268.0
2024-03-10,Pinterest,Social,7767908.0,6588,18534.74,9715268.0
2024-03-10,TikTok,Social,3714441.0,5035,12539.2,9715268.0
2024-03-17,Forums,Brandwatch,0.0,0,10.329848672059171,9413316.8
2024-03-17,X,Brandwatch,1646.0,0,10.329848672059171,9413316.8
2024-03-17,Amazon,Display,1061097.0,1961,0.14,0.0
2024-03-17,CBS,Display,899757.0,97,0.18,0.0
2024-03-17,CWTV,Display,216450.0,133,0.16,0.0
2024-03-17,DV360,Display,3424461.0,564,1.68,0.0
2024-03-17,Disney,Display,1022009.0,179,0.4,0.0
2024-03-17,Hulu,Display,361984.0,34,0.14,0.0
2024-03-17,Roku,Display,370414.0,99,0.28,0.0
2024-03-17,The Trade Desk,Display,1603455.0,1507,3.85,0.0
2024-03-17,Facebook/Instagram,Social,19456588.0,7881,44817.72,9413316.8
2024-03-17,Pinterest,Social,7841298.0,6661,18309.43,9413316.8
2024-03-17,TikTok,Social,3430814.0,4226,12406.59,9413316.8
2024-03-24,Forums,Brandwatch,0.0,0,10.329848672059171,9177184.66
2024-03-24,Review,Brandwatch,0.0,0,10.329848672059171,9177184.66
2024-03-24,Tumblr,Brandwatch,0.0,0,10.329848672059171,9177184.66
2024-03-24,X,Brandwatch,17129.0,0,10.329848672059171,9177184.66
2024-03-24,Amazon,Display,659355.0,1220,0.13,0.0
2024-03-24,CBS,Display,699148.0,68,0.16,0.0
2024-03-24,CWTV,Display,201591.0,262,0.16,0.0
2024-03-24,DV360,Display,3385074.0,595,1.7,0.0
2024-03-24,Disney,Display,326303.0,42,0.4,0.0
2024-03-24,Hulu,Display,290478.5,27,0.17,0.0
2024-03-24,Peacock,Display,5.0,3,0.03,0.0
2024-03-24,Roku,Display,258101.0,68,0.31,0.0
2024-03-24,The Trade Desk,Display,1426433.0,1352,3.62,0.0
2024-03-24,Turner,Display,6.0,1,0.05,0.0
2024-03-24,YouTube,Display,41536.5,4,0.03,0.0
2024-03-24,Instagram,Infegy,0.0,0,10.329848672059171,9177184.66
2024-03-24,Facebook/Instagram,Social,20148662.0,8146,46106.13,9177184.66
2024-03-24,Pinterest,Social,7873670.0,6724,18063.32,9177184.66
2024-03-24,TikTok,Social,7346575.0,10376,29103.22,9177184.66
2024-03-24,Cable,TV,2.0,0,77341.0,9177184.66
2024-03-24,NET,TV,2.0,0,24057.0,9177184.66
2024-03-24,SYND,TV,1.0,0,4228.0,9177184.66
2024-03-31,Forums,Brandwatch,0.0,0,10.329848672059171,9080677.05
2024-03-31,X,Brandwatch,4105.0,0,10.329848672059171,9080677.05
2024-03-31,Amazon,Display,70748.0,131,0.04,0.0
2024-03-31,CBS,Display,735534.0,139,0.16,0.0
2024-03-31,CWTV,Display,35306.0,66,0.04,0.0
2024-03-31,DV360,Display,3376533.0,549,1.68,0.0
2024-03-31,Disney,Display,510420.0,70,0.45,0.0
2024-03-31,Hulu,Display,284563.0,27,0.14,0.0
2024-03-31,Peacock,Display,220727.0,110362,0.18,0.0
2024-03-31,Roku,Display,568776.0,154,0.29,0.0
2024-03-31,The Trade Desk,Display,1424973.0,1262,3.56,0.0
2024-03-31,Turner,Display,494126.0,247,0.18,0.0
2024-03-31,YouTube,Display,201187.0,86,0.12,0.0
2024-03-31,Instagram,Infegy,0.0,0,10.329848672059171,9080677.05
2024-03-31,Facebook/Instagram,Social,5178967.0,2214,9410.74,9080677.05
2024-03-31,Pinterest,Social,1379297.0,1342,3494.78,9080677.05
2024-03-31,TikTok,Social,1225085.0,2049,4651.98,9080677.05
2024-03-31,Cable,TV,2.0,0,105498.0,9080677.05
2024-03-31,NET,TV,3.0,0,25461.0,9080677.05
2024-03-31,SYND,TV,1.0,0,10879.0,9080677.05
2024-04-07,Forums,Brandwatch,0.0,0,10.329848672059171,8967695.16
2024-04-07,Review,Brandwatch,0.0,0,10.329848672059171,8967695.16
2024-04-07,X,Brandwatch,6189.0,0,10.329848672059171,8967695.16
2024-04-07,CBS,Display,514511.0,66,0.14,0.0
2024-04-07,DV360,Display,3193439.0,511,1.68,0.0
2024-04-07,Disney,Display,543716.0,68,0.42,0.0
2024-04-07,Hulu,Display,293323.0,26,0.14,0.0
2024-04-07,Peacock,Display,238073.0,119038,0.21,0.0
2024-04-07,Roku,Display,766393.0,206,0.28,0.0
2024-04-07,The Trade Desk,Display,1387994.0,1196,3.67,0.0
2024-04-07,Turner,Display,557464.0,200,0.21,0.0
2024-04-07,YouTube,Display,230139.0,125,0.14,0.0
2024-04-07,Instagram,Infegy,0.0,0,10.329848672059171,8967695.16
2024-04-07,Facebook/Instagram,Social,16973780.0,8184,33058.5,8967695.16
2024-04-07,Pinterest,Social,11757130.0,8819,28877.32,8967695.16
2024-04-07,TikTok,Social,5156120.0,9432,17744.89,8967695.16
2024-04-07,Cable,TV,0.0,0,10.329848672059171,8967695.16
2024-04-14,Forums,Brandwatch,0.0,0,10.329848672059171,9440325.83
2024-04-14,X,Brandwatch,29032.0,0,10.329848672059171,9440325.83
2024-04-14,CBS,Display,488382.0,34,0.14,0.0
2024-04-14,DV360,Display,3152739.0,526,1.68,0.0
2024-04-14,Disney,Display,450198.0,55,0.42,0.0
2024-04-14,Hulu,Display,221451.0,19,0.14,0.0
2024-04-14,Peacock,Display,207773.0,103886,0.21,0.0
2024-04-14,Roku,Display,455367.0,121,0.28,0.0
2024-04-14,The Trade Desk,Display,1406945.0,1229,3.71,0.0
2024-04-14,Turner,Display,513946.0,162,0.21,0.0
2024-04-14,YouTube,Display,229574.0,101,0.14,0.0
2024-04-14,Instagram,Infegy,0.0,0,10.329848672059171,9440325.83
2024-04-14,Facebook/Instagram,Social,18818273.0,8881,41125.56,9440325.83
2024-04-14,Pinterest,Social,13574347.0,10275,34052.1,9440325.83
2024-04-14,TikTok,Social,5820007.0,12067,21749.09,9440325.83
2024-04-21,Forums,Brandwatch,0.0,0,10.329848672059171,9144537.78
2024-04-21,X,Brandwatch,11161.0,0,10.329848672059171,9144537.78
2024-04-21,CBS,Display,462232.0,26,0.14,0.0
2024-04-21,DV360,Display,3210537.0,514,1.68,0.0
2024-04-21,Disney,Display,319091.0,38,0.42,0.0
2024-04-21,Hulu,Display,178352.0,17,0.14,0.0
2024-04-21,Peacock,Display,169154.0,84578,0.21,0.0
2024-04-21,Roku,Display,368828.0,99,0.28,0.0
2024-04-21,The Trade Desk,Display,1420848.0,1145,3.71,0.0
2024-04-21,Turner,Display,485334.0,264,0.21,0.0
2024-04-21,YouTube,Display,229674.0,111,0.14,0.0
2024-04-21,Instagram,Infegy,0.0,0,10.329848672059171,9144537.78
2024-04-21,Facebook/Instagram,Social,18478731.0,8575,41731.73,9144537.78
2024-04-21,Pinterest,Social,12075058.0,8857,31362.73,9144537.78
2024-04-21,TikTok,Social,5614805.0,11136,21609.09,9144537.78
2024-04-21,Cable,TV,2.0,0,157811.0,9144537.78
2024-04-21,NET,TV,3.0,0,52905.0,9144537.78
2024-04-21,SYND,TV,1.0,0,7431.0,9144537.78
2024-04-28,Forums,Brandwatch,0.0,0,10.329848672059171,9106493.23
2024-04-28,X,Brandwatch,2479.0,0,10.329848672059171,9106493.23
2024-04-28,CBS,Display,537365.5,182,0.15,0.0
2024-04-28,DV360,Display,2923994.0,491,1.52,0.0
2024-04-28,Disney,Display,503384.0,60,0.36,0.0
2024-04-28,Hulu,Display,226124.0,29,0.14,0.0
2024-04-28,Peacock,Display,207332.0,103665,0.21,0.0
2024-04-28,Roku,Display,379970.0,105,0.28,0.0
2024-04-28,The Trade Desk,Display,1660987.0,1376,3.73,0.0
2024-04-28,Turner,Display,528877.0,178,0.21,0.0
2024-04-28,YouTube,Display,231250.0,117,0.14,0.0
2024-04-28,Instagram,Infegy,0.0,0,10.329848672059171,9106493.23
2024-04-28,Facebook/Instagram,Social,19637419.0,9147,41945.75,9106493.23
2024-04-28,Pinterest,Social,9617052.0,6872,24336.61,9106493.23
2024-04-28,TikTok,Social,5569831.0,11561,21665.03,9106493.23
2024-04-28,Cable,TV,2.0,0,104857.0,9106493.23
2024-04-28,NET,TV,3.0,0,36200.0,9106493.23
2024-04-28,SYND,TV,1.0,0,7430.0,9106493.23
2024-05-05,Forums,Brandwatch,0.0,0,10.329848672059171,9239521.48
2024-05-05,X,Brandwatch,40919.0,0,10.329848672059171,9239521.48
2024-05-05,CBS,Display,601034.5,78,0.15,0.0
2024-05-05,DV360,Display,2417294.0,412,1.4000000000000001,0.0
2024-05-05,Disney,Display,571531.0,66,0.35000000000000003,0.0
2024-05-05,Hulu,Display,237910.0,26,0.14,0.0
2024-05-05,Peacock,Display,232265.0,116135,0.21,0.0
2024-05-05,Roku,Display,448877.0,120,0.28,0.0
2024-05-05,The Trade Desk,Display,1424321.0,1154,3.73,0.0
2024-05-05,Turner,Display,535788.0,126,0.21,0.0
2024-05-05,YouTube,Display,229841.0,111,0.14,0.0
2024-05-05,Instagram,Infegy,0.0,0,10.329848672059171,9239521.48
2024-05-05,Facebook/Instagram,Social,17619234.0,8007,37844.05,9239521.48
2024-05-05,Pinterest,Social,9019354.0,6802,22808.75,9239521.48
2024-05-05,TikTok,Social,6745404.0,13625,26231.2,9239521.48
2024-05-12,Forums,Brandwatch,0.0,0,10.329848672059171,9206297.42
2024-05-12,Review,Brandwatch,0.0,0,10.329848672059171,9206297.42
2024-05-12,Tumblr,Brandwatch,0.0,0,10.329848672059171,9206297.42
2024-05-12,X,Brandwatch,180824.0,0,10.329848672059171,9206297.42
2024-05-12,CBS,Display,516075.0,107,0.14,0.0
2024-05-12,DV360,Display,3423561.0,525,1.4000000000000001,0.0
2024-05-12,Disney,Display,791261.0,79,0.35000000000000003,0.0
2024-05-12,Hulu,Display,223711.0,74,0.14,0.0
2024-05-12,Peacock,Display,227232.0,113615,0.21,0.0
2024-05-12,Roku,Display,429068.0,115,0.28,0.0
2024-05-12,The Trade Desk,Display,2342923.0,1221,4.88,0.0
2024-05-12,Turner,Display,540090.0,125,0.21,0.0
2024-05-12,YouTube,Display,230376.0,118,0.14,0.0
2024-05-12,Facebook/Instagram,Social,17063571.0,7837,36691.37,9206297.42
2024-05-12,Pinterest,Social,9308977.0,7266,23733.97,9206297.42
2024-05-12,TikTok,Social,7612528.0,14906,30783.17,9206297.42
2024-05-19,Forums,Brandwatch,0.0,0,10.329848672059171,8857268.89
2024-05-19,Review,Brandwatch,0.0,0,10.329848672059171,8857268.89
2024-05-19,Tumblr,Brandwatch,0.0,0,10.329848672059171,8857268.89
2024-05-19,X,Brandwatch,4602.0,0,10.329848672059171,8857268.89
2024-05-19,CBS,Display,494498.0,73,0.14,0.0
2024-05-19,DV360,Display,3637365.0,563,1.4000000000000001,0.0
2024-05-19,Disney,Display,571390.0,71,0.35000000000000003,0.0
2024-05-19,Hulu,Display,246214.0,52,0.14,0.0
2024-05-19,Peacock,Display,251767.0,125886,0.21,0.0
2024-05-19,Roku,Display,406981.0,113,0.28,0.0
2024-05-19,The Trade Desk,Display,3169898.0,1470,5.39,0.0
2024-05-19,Turner,Display,484418.0,81,0.21,0.0
2024-05-19,YouTube,Display,230144.0,115,0.14,0.0
2024-05-19,Instagram,Infegy,0.0,0,10.329848672059171,8857268.89
2024-05-19,Facebook/Instagram,Social,16726347.0,7284,37708.07,8857268.89
2024-05-19,Pinterest,Social,9491390.0,7490,25625.87,8857268.89
2024-05-19,TikTok,Social,7261341.0,14805,30104.13,8857268.89
2024-05-19,Cable,TV,2.0,0,102784.0,8857268.89
2024-05-19,NET,TV,2.0,0,20998.0,8857268.89
2024-05-19,SYND,TV,1.0,0,6103.0,8857268.89
2024-05-26,Forums,Brandwatch,0.0,0,10.329848672059171,8686215.31
2024-05-26,X,Brandwatch,13676.0,0,10.329848672059171,8686215.31
2024-05-26,CBS,Display,630948.0,137,0.16,0.0
2024-05-26,DV360,Display,3580512.0,529,1.4000000000000001,0.0
2024-05-26,Disney,Display,474134.0,51,0.32,0.0
2024-05-26,Hulu,Display,231203.0,39,0.14,0.0
2024-05-26,Peacock,Display,102225.0,51113,0.13,0.0
2024-05-26,Roku,Display,382099.0,104,0.28,0.0
2024-05-26,The Trade Desk,Display,3757741.0,1956,5.26,0.0
2024-05-26,Turner,Display,490363.0,155,0.21,0.0
2024-05-26,YouTube,Display,230173.0,101,0.14,0.0
2024-05-26,Facebook/Instagram,Social,17332294.0,6460,38303.93,8686215.31
2024-05-26,Pinterest,Social,8709776.0,6522,25522.34,8686215.31
2024-05-26,TikTok,Social,7311326.0,16389,30291.41,8686215.31
2024-05-26,Cable,TV,2.0,0,98829.0,8686215.31
2024-05-26,NET,TV,2.0,0,13430.0,8686215.31
2024-05-26,SYND,TV,1.0,0,6104.0,8686215.31
2024-06-02,Forums,Brandwatch,0.0,0,10.329848672059171,8427029.25
2024-06-02,X,Brandwatch,17319.0,0,10.329848672059171,8427029.25
2024-06-02,CBS,Display,556381.0,120,0.14,0.0
2024-06-02,DV360,Display,3702371.0,566,1.4000000000000001,0.0
2024-06-02,Disney,Display,557665.0,62,0.35000000000000003,0.0
2024-06-02,Hulu,Display,242834.0,27,0.14,0.0
2024-06-02,Peacock,Display,223431.0,111717,0.21,0.0
2024-06-02,Roku,Display,445997.0,120,0.28,0.0
2024-06-02,The Trade Desk,Display,3787352.0,2017,4.41,0.0
2024-06-02,Turner,Display,539828.0,110,0.21,0.0
2024-06-02,YouTube,Display,229688.0,104,0.14,0.0
2024-06-02,Facebook/Instagram,Social,22093656.0,8343,51994.83,8427029.25
2024-06-02,Pinterest,Social,7979898.0,7168,22586.15,8427029.25
2024-06-02,TikTok,Social,11779796.0,24795,46943.200000000004,8427029.25
2024-06-09,Forums,Brandwatch,0.0,0,10.329848672059171,8958501.91
2024-06-09,X,Brandwatch,13074.0,0,10.329848672059171,8958501.91
2024-06-09,CBS,Display,863979.5,113,0.21,0.0
2024-06-09,DV360,Display,3809612.0,576,1.4000000000000001,0.0
2024-06-09,Disney,Display,280859.0,29,0.35000000000000003,0.0
2024-06-09,Hulu,Display,237721.0,35,0.14,0.0
2024-06-09,Peacock,Display,194888.0,97443,0.21,0.0
2024-06-09,Roku,Display,399511.0,105,0.28,0.0
2024-06-09,The Trade Desk,Display,3743599.0,1926,4.41,0.0
2024-06-09,Turner,Display,489985.0,144,0.21,0.0
2024-06-09,YouTube,Display,230724.0,114,0.14,0.0
2024-06-09,Facebook/Instagram,Social,16617104.0,6242,40055.45,8958501.91
2024-06-09,Pinterest,Social,8153581.0,8239,21874.54,8958501.91
2024-06-09,TikTok,Social,15018653.0,29841,60654.4,8958501.91
2024-06-16,Forums,Brandwatch,0.0,0,10.329848672059171,8733886.3
