Week,Site,Device,Spend,Impressions,Clicks,Sales,Partner Type,Audience,Channel
2023-05-07,Facebook/Instagram,iphone,30507.63,14842507.0,9125,9685965.44,Not Specified,Demo-Only,Social
2023-05-07,Facebook/Instagram,ipod,8.49,4434.0,2,9685965.44,Not Specified,Demo-Only,Social
2023-05-07,Facebook/Instagram,other,10.53,4801.0,1,9685965.44,Not Specified,Demo-Only,Social
2023-05-07,NBCU,Not Specified,0.02,38247.0,12,0.0,FEP,Not Specified,Display
2023-05-07,Pinterest,Unknown Device Category,877.1700000000001,277011.0,231,9685965.44,Not Specified,Demo-Only,Social
2023-05-07,Roku,Not Specified,0.05,35221.0,8,0.0,FEP,Not Specified,Display
2023-05-07,The Trade Desk,Not Specified,4.44,1213147.0,2377,0.0,Programmatic,Not Specified,Display
2023-05-07,Tubi Inc,Not Specified,0.04,125230.5,27,0.0,FEP,Not Specified,Display
2023-05-07,YouTube,Not Specified,3.33,3108087.5,1683,0.0,Programmatic,Not Specified,Display
2023-05-14,Amazon,Not Specified,0.28,31.0,0,0.0,FEP,Not Specified,Display
2023-05-14,Facebook/Instagram,android_smartphone,8971.0,4519746.0,2640,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,android_tablet,91.15,46547.0,37,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,desktop,278.47,147207.0,72,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,ipad,358.13,182880.0,121,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,iphone,29598.54,14250086.0,8740,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,ipod,7.65,4153.0,1,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Facebook/Instagram,other,9.17,4284.0,1,9220157.19,Not Specified,Demo-Only,Social
2023-05-14,Pinterest,Unknown Device Category,710.09,224247.0,187,9220157.19,Not Specified,Keyword,Social
2023-05-14,The Trade Desk,Not Specified,4.34,1851794.0,4356,0.0,Programmatic,Not Specified,Display
2023-05-14,YouTube,Not Specified,3.29,4334185.5,2592,0.0,Programmatic,Not Specified,Display
2023-05-21,Amazon,Not Specified,0.28,658844.0,1215,0.0,FEP,Not Specified,Display
2023-05-21,CBS,Not Specified,0.12,1567462.0,60,0.0,FEP,Not Specified,Display
2023-05-21,Facebook/Instagram,android_smartphone,9292.41,4522350.0,2481,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,android_tablet,96.37,47308.0,39,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,desktop,295.31,151357.0,70,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,ipad,377.86,187160.0,112,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,iphone,31142.23,14466085.0,9048,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,ipod,7.98,4142.0,1,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,Facebook/Instagram,other,10.09,4538.0,5,8901739.66,Not Specified,Demo-Only,Social
2023-05-21,NBCU,Not Specified,0.12,391698.0,118,0.0,FEP,Not Specified,Display
2023-05-21,Not Specified,Not Specified,159116.46,1.0,0,8901739.66,Not Specified,Not Specified,TV
2023-05-21,Pinterest,Unknown Device Category,501.24,158292.0,132,8901739.66,Not Specified,Interest,Social
2023-05-21,Roku,Not Specified,0.24,475390.0,129,0.0,FEP,Not Specified,Display
2023-05-21,The Trade Desk,Not Specified,4.37,1958472.0,5150,0.0,Programmatic,Not Specified,Display
2023-05-21,Tubi Inc,Not Specified,0.12,665253.0,151,0.0,FEP,Not Specified,Display
2023-05-21,YouTube,Not Specified,3.41,4248253.5,2463,0.0,Programmatic,Not Specified,Display
2023-05-28,Amazon,Not Specified,0.29,462313.0,855,0.0,FEP,Not Specified,Display
2023-05-28,CBS,Not Specified,0.14,1570847.0,91,0.0,FEP,Not Specified,Display
2023-05-28,Facebook/Instagram,android_smartphone,5242.94,2661831.0,1230,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,android_tablet,50.22,25308.0,15,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,desktop,130.84,68655.0,29,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,ipad,199.42000000000002,99051.0,68,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,iphone,19519.17,9509675.0,5713,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,ipod,3.25,1495.0,0,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Facebook/Instagram,other,8.18,3947.0,5,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,NBCU,Not Specified,0.14,462000.0,127,0.0,FEP,Not Specified,Display
2023-05-28,Not Specified,Not Specified,159116.46,1.0,0,8740458.1,Not Specified,Not Specified,TV
2023-05-28,Pinterest,Unknown Device Category,835.4000000000001,263820.0,220,8740458.1,Not Specified,Demo-Only,Social
2023-05-28,Roku,Not Specified,0.34,558094.0,154,0.0,FEP,Not Specified,Display
2023-05-28,The Trade Desk,Not Specified,2.72,932938.0,2228,0.0,Programmatic,Not Specified,Display
2023-05-28,Tubi Inc,Not Specified,0.14,750708.0,246,0.0,FEP,Not Specified,Display
2023-05-28,YouTube,Not Specified,2.12,2513119.0,1232,0.0,Programmatic,Not Specified,Display
2023-06-04,Amazon,Not Specified,0.08,47815.0,88,0.0,FEP,Not Specified,Display
2023-06-04,CBS,Not Specified,0.03,200449.0,25,0.0,FEP,Not Specified,Display
2023-06-04,Facebook/Instagram,android_smartphone,4028.5,2022019.0,932,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,android_tablet,40.839999999999996,20169.0,11,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,desktop,102.8,52131.0,25,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,ipad,158.12,77853.0,53,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,iphone,15789.98,7659432.0,4473,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,ipod,2.38,1062.0,0,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,Facebook/Instagram,other,8.05,3746.0,0,8678092.2,Not Specified,Demo-Only,Social
2023-06-04,NBCU,Not Specified,0.02,80177.0,24,0.0,FEP,Not Specified,Display
2023-06-04,Pinterest,Unknown Device Category,710.09,224247.0,187,8678092.2,Not Specified,Interest,Social
2023-06-04,Roku,Not Specified,0.06,44714.0,12,0.0,FEP,Not Specified,Display
2023-06-04,The Trade Desk,Not Specified,0.4,72.0,0,0.0,Programmatic,Not Specified,Display
2023-06-04,Tubi Inc,Not Specified,0.04,107944.0,20,0.0,FEP,Not Specified,Display
2023-06-04,YouTube,Not Specified,0.04,39643.0,9,0.0,FEP,Not Specified,Display
2023-06-11,Facebook/Instagram,android_smartphone,4187.07,2005663.0,933,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,android_tablet,43.02,20389.0,11,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,desktop,115.74,56740.0,30,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,ipad,169.86,79590.0,44,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,iphone,15603.18,7220022.0,4226,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,ipod,2.22,954.0,1,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Facebook/Instagram,other,7.88,3580.0,4,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,Pinterest,Unknown Device Category,584.7800000000001,184674.0,154,9191120.67,Not Specified,Demo-Only,Social
2023-06-11,The Trade Desk,Not Specified,0.32,3057.0,2,0.0,Programmatic,Not Specified,Display
2023-06-18,Facebook/Instagram,android_smartphone,597.54,290305.0,164,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,android_tablet,5.8,2865.0,0,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,desktop,13.520000000000001,6740.0,4,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,ipad,22.84,11234.0,6,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,iphone,2231.98,1051364.0,615,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,ipod,0.36,134.0,0,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Facebook/Instagram,other,1.05,472.0,1,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,Not Specified,Not Specified,0.0,0.0,0,9114137.06,Not Specified,Not Specified,TV
2023-06-18,Pinterest,Unknown Device Category,668.32,211056.0,176,9114137.06,Not Specified,Demo-Only,Social
2023-06-18,The Trade Desk,Not Specified,0.33,36.0,1,0.0,Programmatic,Not Specified,Display
2023-06-25,Amazon,Not Specified,0.03,1140041.0,2106,0.0,FEP,Not Specified,Display
2023-06-25,CBS,Not Specified,0.01,1.0,0,0.0,FEP,Not Specified,Display
2023-06-25,Hulu,Not Specified,0.01,1.0,0,0.0,FEP,Not Specified,Display
2023-06-25,Not Specified,Not Specified,0.0,0.0,0,8739404.82,Not Specified,Not Specified,TV
2023-06-25,Pinterest,Unknown Device Category,543.01,171483.0,143,8739404.82,Not Specified,Interest,Social
2023-06-25,Roku,Not Specified,0.01,14737.0,1,0.0,FEP,Not Specified,Display
2023-06-25,The Trade Desk,Not Specified,0.6,81711.0,81,0.0,Programmatic,Not Specified,Display
2023-06-25,YouTube,Not Specified,0.08,110764.0,50,0.0,FEP,Not Specified,Display
2023-07-02,Pinterest,Unknown Device Category,24339.43,7906051.0,7399,8654060.81,Not Specified,Demo & Interests,Social
2023-07-02,The Trade Desk,Not Specified,3.52,950991.0,1030,0.0,Programmatic,Not Specified,Display
2023-07-02,YouTube,Not Specified,1.04,1375714.0,676,0.0,Programmatic,Not Specified,Display
2023-07-09,Amazon,Not Specified,0.16,151.0,0,0.0,FEP,Not Specified,Display
2023-07-09,Discovery,Not Specified,0.06,11.0,5,0.0,FEP,Not Specified,Display
2023-07-09,Pinterest,Unknown Device Category,56827.04,17314576.0,16330,8702889.28,Not Specified,Demo & Interests,Social
2023-07-09,Roku,Not Specified,0.02,2.0,0,0.0,FEP,Not Specified,Display
2023-07-09,The Trade Desk,Not Specified,4.43,1122939.0,1312,0.0,Programmatic,Not Specified,Display
2023-07-09,YouTube,Not Specified,1.33,1688106.5,1152,0.0,Programmatic,Not Specified,Display
2023-07-16,Amazon,Not Specified,0.56,588182.0,1088,0.0,FEP,Not Specified,Display
2023-07-16,CBS,Not Specified,0.12,1711152.0,88,0.0,FEP,Not Specified,Display
2023-07-16,CWTV,Not Specified,0.18,348875.0,171,0.0,FEP,Not Specified,Display
2023-07-16,DV360,Not Specified,2.1,7619431.0,2967,0.0,Programmatic,Not Specified,Display
2023-07-16,Discovery,Not Specified,0.18,701562.0,18,0.0,FEP,Not Specified,Display
2023-07-16,Facebook/Instagram,android_smartphone,11969.24,4800239.0,4533,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,android_tablet,83.57,34622.0,31,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,desktop,160.3,66832.0,32,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,ipad,361.24,148369.0,109,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,iphone,45752.54,18252043.0,15147,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,ipod,6.0600000000000005,2277.0,1,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Facebook/Instagram,other,3.11,1180.0,0,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,Hulu,Not Specified,0.12,397932.0,35,0.0,FEP,Not Specified,Display
2023-07-16,NBCU,Not Specified,0.12,1036594.0,297,0.0,FEP,Not Specified,Display
2023-07-16,Not Specified,Not Specified,253272.09,1.0,0,9212674.9,Not Specified,Not Specified,TV
2023-07-16,Pinterest,Unknown Device Category,56682.75,15945122.0,15912,9212674.9,Not Specified,Demo & Interests,Social
2023-07-16,Roku,Not Specified,0.36,1470418.0,396,0.0,FEP,Not Specified,Display
2023-07-16,The Trade Desk,Not Specified,5.18,1330273.0,1410,0.0,Programmatic,Not Specified,Display
2023-07-16,TikTok,Unknown Device Category,19136.66,6227244.0,9475,9212674.9,Not Specified,Demo-Only,Social
2023-07-16,YouTube,Not Specified,1.44,2096323.0,1313,0.0,Programmatic,Not Specified,Display
2023-07-23,Amazon,Not Specified,0.56,495123.0,916,0.0,FEP,Not Specified,Display
2023-07-23,CBS,Not Specified,0.14,1717558.0,197,0.0,FEP,Not Specified,Display
2023-07-23,CWTV,Not Specified,0.21,520976.5,208,0.0,FEP,Not Specified,Display
2023-07-23,DV360,Not Specified,2.45,8476871.5,2962,0.0,Programmatic,Not Specified,Display
2023-07-23,Discovery,Not Specified,0.21,730214.0,21,0.0,FEP,Not Specified,Display
2023-07-23,Facebook/Instagram,android_smartphone,16458.68,6132456.0,6297,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,android_tablet,112.86,42323.0,39,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,desktop,270.17,101568.0,44,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,ipad,474.25,178410.0,132,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,iphone,57910.43,21657246.0,19034,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,ipod,7.2700000000000005,2538.0,1,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Facebook/Instagram,other,3.71,1362.0,1,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,Hulu,Not Specified,0.14,403468.0,33,0.0,FEP,Not Specified,Display
2023-07-23,NBCU,Not Specified,0.14,1000946.0,428,0.0,FEP,Not Specified,Display
2023-07-23,Not Specified,Not Specified,253272.09,1.0,0,9201067.77,Not Specified,Not Specified,TV
2023-07-23,Pinterest,Unknown Device Category,56819.15,15452695.0,15032,9201067.77,Not Specified,Demo & Interests,Social
2023-07-23,Roku,Not Specified,0.42,1252501.0,340,0.0,FEP,Not Specified,Display
2023-07-23,The Trade Desk,Not Specified,7.86,8120517.0,5413,0.0,Programmatic,Not Specified,Display
2023-07-23,TikTok,Unknown Device Category,23548.91,7861018.0,12560,9201067.77,Not Specified,Demo-Only,Social
2023-07-23,YouTube,Not Specified,1.47,2209933.5,1361,0.0,FEP,Not Specified,Display
2023-07-30,Amazon,Not Specified,1.29,2722514.0,5030,9184224.24,FEP,Not Specified,Display
2023-07-30,CBS,Not Specified,0.14,1128708.0,166,9184224.24,FEP,Not Specified,Display
2023-07-30,CWTV,Not Specified,0.05,51282.5,38,0.0,FEP,Not Specified,Display
2023-07-30,DV360,Not Specified,2.45,8227435.5,2581,0.0,Programmatic,Not Specified,Display
2023-07-30,Discovery,Not Specified,0.03,79530.0,3,0.0,FEP,Not Specified,Display
2023-07-30,Facebook/Instagram,android_smartphone,18281.39,6732810.0,7228,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,android_tablet,121.28,45096.0,41,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,desktop,395.16,147460.0,69,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,ipad,535.79,198138.0,145,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,iphone,62325.74,23088143.0,21566,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,ipod,6.86,2678.0,2,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Facebook/Instagram,other,3.84,1421.0,2,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Hulu,Not Specified,0.04,54409.0,4,0.0,FEP,Not Specified,Display
2023-07-30,NBC Sports,Not Specified,0.14,2282041.0,298,9184224.24,FEP,Not Specified,Display
2023-07-30,NBCU,Not Specified,0.06,217927.0,121,0.0,FEP,Not Specified,Display
2023-07-30,Pinterest,Unknown Device Category,57388.38,16305544.0,16333,9184224.24,Not Specified,Demo & Interests,Social
2023-07-30,Roku,Not Specified,0.34,400011.0,110,9184224.24,FEP,Not Specified,Display
2023-07-30,The Trade Desk,Not Specified,9.14,16674070.0,43325,9184224.24,Programmatic,Not Specified,Display
2023-07-30,TikTok,Unknown Device Category,25314.64,8316181.0,12785,9184224.24,Not Specified,Demo-Only,Social
2023-07-30,Tubi Inc,Not Specified,0.42,205211.0,59,9184224.24,FEP,Not Specified,Display
2023-07-30,YouTube,Not Specified,3.18,5907276.0,2533,9184224.24,Programmatic,Not Specified,Display
2023-08-06,Amazon,Not Specified,0.42,42.0,0,0.0,FEP,Not Specified,Display
2023-08-06,DV360,Not Specified,2.41,7984619.5,2327,0.0,Programmatic,Not Specified,Display
2023-08-06,Facebook/Instagram,android_smartphone,22327.99,7937136.0,9196,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,android_tablet,139.47,49970.0,68,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,desktop,445.31,159908.0,79,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,ipad,636.66,227666.0,198,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,iphone,76460.01,27288833.0,27858,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,ipod,8.46,3005.0,2,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,Facebook/Instagram,other,4.9,1614.0,1,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,NBCU,Not Specified,0.01,1.0,0,0.0,FEP,Not Specified,Display
2023-08-06,Pinterest,Unknown Device Category,62737.36,17614210.0,18856,9625326.46,Not Specified,Demo & Keywords,Social
2023-08-06,The Trade Desk,Not Specified,9.69,13293217.0,14208,0.0,Programmatic,Not Specified,Display
2023-08-06,TikTok,Unknown Device Category,38056.74,11576618.0,17459,9625326.46,Not Specified,Demo-Only,Social
2023-08-06,YouTube,Not Specified,1.33,1726836.5,1262,0.0,Programmatic,Not Specified,Display
2023-08-13,Amazon,Not Specified,0.42,601362.0,1110,0.0,FEP,Not Specified,Display
2023-08-13,CBS,Not Specified,0.13,1785321.5,85,0.0,FEP,Not Specified,Display
2023-08-13,CWTV,Not Specified,0.18,454593.0,177,0.0,FEP,Not Specified,Display
2023-08-13,DV360,Not Specified,2.45,8099125.5,2279,0.0,Programmatic,Not Specified,Display
2023-08-13,Discovery,Not Specified,0.18,699046.0,18,0.0,FEP,Not Specified,Display
2023-08-13,Facebook/Instagram,android_smartphone,22605.18,7785379.0,8648,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,android_tablet,141.02,48583.0,65,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,desktop,454.28,158502.0,85,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,ipad,660.74,227341.0,180,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,iphone,80628.16,27913143.0,27915,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,ipod,8.790000000000001,3062.0,1,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Facebook/Instagram,other,4.57,1568.0,2,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,Hulu,Not Specified,0.12,425122.0,31,0.0,FEP,Not Specified,Display
2023-08-13,NBCU,Not Specified,0.12,1071960.0,392,0.0,FEP,Not Specified,Display
2023-08-13,Not Specified,Not Specified,253272.09,1.0,0,9657422.18,Not Specified,Not Specified,TV
2023-08-13,Pinterest,Unknown Device Category,69800.49,19175647.0,21926,9657422.18,Not Specified,Demo & Interests,Social
2023-08-13,Roku,Not Specified,0.36,1444295.0,389,0.0,FEP,Not Specified,Display
2023-08-13,The Trade Desk,Not Specified,9.8,11727004.0,15809,0.0,Programmatic,Not Specified,Display
2023-08-13,TikTok,Unknown Device Category,43301.83,11977988.0,18801,9657422.18,Not Specified,Demo-Only,Social
2023-08-13,YouTube,Not Specified,1.45,2139131.5,1285,0.0,FEP,Not Specified,Display
2023-08-20,Amazon,Not Specified,0.42,522016.0,964,0.0,FEP,Not Specified,Display
2023-08-20,CBS,Not Specified,0.14,1678665.0,109,0.0,FEP,Not Specified,Display
2023-08-20,CWTV,Not Specified,0.21,412745.5,192,0.0,FEP,Not Specified,Display
2023-08-20,DV360,Not Specified,2.45,8068849.5,2240,0.0,Programmatic,Not Specified,Display
2023-08-20,Discovery,Not Specified,0.21,730839.0,21,0.0,FEP,Not Specified,Display
2023-08-20,Facebook/Instagram,android_smartphone,22619.99,7531194.0,8379,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,android_tablet,137.46,46438.0,52,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,desktop,455.71,153487.0,77,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,ipad,659.29,219171.0,178,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,iphone,80276.14,26848178.0,27041,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,ipod,8.879999999999999,2898.0,2,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Facebook/Instagram,other,5.45,1725.0,0,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,Hulu,Not Specified,0.14,378068.0,37,0.0,FEP,Not Specified,Display
2023-08-20,NBCU,Not Specified,0.14,994545.0,335,0.0,FEP,Not Specified,Display
2023-08-20,Not Specified,Not Specified,253272.09,1.0,0,9784954.04,Not Specified,Not Specified,TV
2023-08-20,Pinterest,Unknown Device Category,69846.7,18202630.0,20942,9784954.04,Not Specified,Demo & Interests,Social
2023-08-20,Roku,Not Specified,0.42,1190459.0,327,0.0,FEP,Not Specified,Display
2023-08-20,The Trade Desk,Not Specified,9.81,10258205.0,11781,0.0,Programmatic,Not Specified,Display
2023-08-20,TikTok,Unknown Device Category,40958.57,11623906.0,16932,9784954.04,Not Specified,Demo-Only,Social
2023-08-20,YouTube,Not Specified,1.47,2197586.5,1230,0.0,Programmatic,Not Specified,Display
2023-08-27,Amazon,Not Specified,0.23,98093.0,182,0.0,FEP,Not Specified,Display
2023-08-27,CBS,Not Specified,0.04,230434.5,31,0.0,FEP,Not Specified,Display
2023-08-27,CWTV,Not Specified,0.05,44366.5,39,0.0,FEP,Not Specified,Display
2023-08-27,DV360,Not Specified,2.45,8125886.5,2134,0.0,Programmatic,Not Specified,Display
2023-08-27,Discovery,Not Specified,0.03,81264.0,3,0.0,FEP,Not Specified,Display
2023-08-27,Facebook/Instagram,android_smartphone,2917.24,996993.0,1118,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,android_tablet,17.3,6051.0,4,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,desktop,49.08,16709.0,7,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,ipad,85.31,28983.0,15,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,iphone,10983.84,3715903.0,3726,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,ipod,1.02,341.0,0,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Facebook/Instagram,other,1.1199999999999999,396.0,0,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,Hulu,Not Specified,0.04,54047.0,4,0.0,FEP,Not Specified,Display
2023-08-27,NBCU,Not Specified,0.04,94751.0,65,0.0,FEP,Not Specified,Display
2023-08-27,Pinterest,Unknown Device Category,55445.9,13622459.0,15230,9617517.61,Not Specified,Demo & Interests,Social
2023-08-27,Roku,Not Specified,0.06,87742.0,24,0.0,FEP,Not Specified,Display
2023-08-27,The Trade Desk,Not Specified,9.81,9786911.0,10578,0.0,Programmatic,Not Specified,Display
2023-08-27,TikTok,Unknown Device Category,39573.76,13269485.0,20351,9617517.61,Not Specified,Demo-Only,Social
2023-08-27,YouTube,Not Specified,1.35,2848148.5,2389,0.0,Programmatic,Not Specified,Display
2023-09-03,Amazon,Not Specified,0.14,15.0,0,0.0,FEP,Not Specified,Display
2023-09-03,DV360,Not Specified,2.45,8227551.5,2058,0.0,Programmatic,Not Specified,Display
2023-09-03,Pinterest,Unknown Device Category,116519.53,24131101.0,26088,9369941.3,Not Specified,Keyword,Social
2023-09-03,The Trade Desk,Not Specified,9.8,9385034.0,10323,0.0,Programmatic,Not Specified,Display
2023-09-03,TikTok,Unknown Device Category,35079.46,12423742.0,18891,9369941.3,Not Specified,Demo-Only,Social
2023-09-03,YouTube,Not Specified,1.33,4260908.5,4370,0.0,Programmatic,Not Specified,Display
2023-09-10,Amazon,Not Specified,0.14,585643.0,1081,0.0,FEP,Not Specified,Display
2023-09-10,CBS,Not Specified,0.14,1826928.0,84,0.0,FEP,Not Specified,Display
2023-09-10,CWTV,Not Specified,0.18,482801.0,207,0.0,FEP,Not Specified,Display
2023-09-10,DV360,Not Specified,2.45,8294328.5,2234,0.0,Programmatic,Not Specified,Display
2023-09-10,Discovery,Not Specified,0.18,698329.0,18,0.0,FEP,Not Specified,Display
2023-09-10,Facebook/Instagram,android_smartphone,20659.12,7568793.0,7597,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,android_tablet,187.02,63570.0,101,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,desktop,609.89,178521.0,93,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,ipad,806.3,281412.0,216,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,iphone,57990.26,22988581.0,19889,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,ipod,14.83,5773.0,8,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Facebook/Instagram,other,3.18,1127.0,1,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,Hulu,Not Specified,0.12,392056.0,36,0.0,FEP,Not Specified,Display
2023-09-10,NBCU,Not Specified,0.12,1134042.0,191,0.0,FEP,Not Specified,Display
2023-09-10,Pinterest,Unknown Device Category,174903.23,29956201.0,34754,9491445.2,Not Specified,Demo & Interests,Social
2023-09-10,Roku,Not Specified,0.36,1399451.0,375,0.0,FEP,Not Specified,Display
2023-09-10,The Trade Desk,Not Specified,9.24,4834975.0,5060,0.0,Programmatic,Not Specified,Display
2023-09-10,TikTok,Unknown Device Category,35829.46,11404102.0,15837,9491445.2,Not Specified,Demo-Only,Social
2023-09-10,YouTube,Not Specified,1.45,5165701.5,5344,0.0,Programmatic,Not Specified,Display
2023-09-17,Amazon,Not Specified,0.14,497786.0,920,0.0,FEP,Not Specified,Display
2023-09-17,CBS,Not Specified,0.14,1703033.0,152,0.0,FEP,Not Specified,Display
2023-09-17,CWTV,Not Specified,0.21,405638.5,184,0.0,FEP,Not Specified,Display
2023-09-17,DV360,Not Specified,2.45,7948954.5,2099,0.0,Programmatic,Not Specified,Display
2023-09-17,Discovery,Not Specified,0.21,733189.0,21,0.0,FEP,Not Specified,Display
2023-09-17,Facebook/Instagram,android_smartphone,32940.39,9960872.0,11134,9498652.67,Not Specified,Demo-Only,Social
2023-09-17,Facebook/Instagram,android_tablet,298.84,80201.0,132,9498652.67,Not Specified,Demo-Only,Social
